Number of Posts,Followers,Following,Label,follower_following_ratio
-0.409993593,-0.813855378,-0.992639762,0,-0.328232013
-0.409993593,-0.603819859,-0.916583347,0,0.062153422
-0.057519666,-0.451066754,-0.533259014,0,-0.228594423
-0.409993593,-0.56945041,-0.819231136,0,-0.082052592
-0.409993593,-0.393784339,-0.457202599,0,-0.226970463
-0.409993593,-0.584725721,-0.524132245,0,-0.35098878
-0.409993593,-0.386146684,-0.709709898,0,0.01019116
-0.409993593,-0.523624479,0.075192307,0,-0.458521541
-0.409993593,-0.886413103,-1.117372283,0,-0.397633868
0.023820471,0.877885261,0.206009341,0,0.091468719
-0.396436904,-0.500711513,-0.712752154,0,-0.128103388
-0.409993593,-0.431972615,0.945277697,0,-0.50458439
-0.396436904,-0.359414891,0.303361553,0,-0.423070952
-0.409993593,-0.126466405,0.978742519,0,-0.427805359
-0.409993593,1.481260026,1.374235878,0,-0.109644356
0.240727503,1.248311541,-0.347681361,0,0.837719152
-0.409993593,-0.508349168,-0.755343747,0,-0.085259297
-0.409993593,-0.813855378,-0.800977596,0,-0.490780431
-0.409993593,-0.752754136,-0.08908955,0,-0.550677351
-0.382880214,-0.382327856,-0.305089769,0,-0.291338957
-0.382880214,-0.626732824,-0.974386223,0,0.214117018
-0.409993593,-0.745116481,-1.065653921,0,0.347538636
-0.409993593,-0.561812755,-0.700583128,0,-0.215570444
-0.328653456,-0.775667102,-0.435906803,0,-0.531089077
-0.409993593,-0.813855378,-0.74317472,0,-0.510026316
-0.409993593,-0.771848274,-0.962217196,0,-0.255318754
-0.409993593,-0.11882875,-0.198610788,0,-0.177258113
-0.409993593,-0.50453034,-0.031286674,0,-0.433145894
0.037377161,2.42451045,0.479812436,0,0.491116983
-0.409993593,-0.088278129,-0.484582909,0,0.040209029
-0.396436904,-0.008082749,-0.216864327,0,-0.10354914
-0.409993593,0.022467872,-0.003906365,0,-0.18598575
-0.409993593,-0.840587172,-1.105203257,0,0.062153422
-0.382880214,-0.56945041,1.176489199,0,-0.549195605
-0.369323525,-0.493073857,-0.834442419,0,0.075290202
-0.23375663,-0.783304757,-1.010893302,0,-0.172631577
0.972788737,1.2979563,-1.050442638,0,11.05647891
-0.138859803,-0.542718617,-0.07996278,0,-0.4438731
-0.409993593,-0.638189307,-0.654949279,0,-0.337356876
-0.409993593,-0.886413103,-0.9409214,0,-0.588117174
-0.409993593,-0.294494821,0.050854254,0,-0.350610168
-0.342210146,1.546180096,0.120826156,0,0.427569096
-0.382880214,-0.451066754,0.364206685,0,-0.46443663
-0.382880214,0.079750287,0.029558458,0,-0.171877127
-0.409993593,1.897512237,-0.691456358,0,2.698368047
-0.409993593,0.011011389,-0.776639543,0,0.701776869
-0.003292908,1.263586851,0.917897387,0,-0.053299774
-0.369323525,-0.519805651,-0.533259014,0,-0.289448623
-0.369323525,-0.615276342,-0.603230916,0,-0.34174812
-0.409993593,-0.882594276,-1.029146841,1,-0.543420082
-0.409993593,-0.244850062,-0.454160343,0,-0.111766118
-0.22019994,0.083569114,0.023473945,0,-0.167740223
-0.396436904,-0.64964579,-0.727963437,0,-0.302392215
0.213614124,0.182858633,1.851870166,0,-0.429279147
-0.396436904,0.10648208,-0.183399505,0,-0.056757084
-0.409993593,0.431082428,-0.186441761,0,0.129386469
